,ID,Comments,CommentsTokenized
1486,3551,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1487,1061,Said his battery never has worked well. Wants a new phone ASAP.,"['Said', 'his', 'battery', 'never', 'has', 'worked', 'well', '.', 'Wants', 'a', 'new', 'phone', 'ASAP', '.']"
1488,3660,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1489,3311,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.,"['Needs', 'help', 'with', 'basic', 'phone', 'usage', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
1490,1316,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1491,863,"He called and said someone stole his phone last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy.","['He', 'called', 'and', 'said', 'someone', 'stole', 'his', 'phone', 'last', 'week', ',', 'but', 'he', 'did', 'not', 'notice', 'until', 'today', '.', 'He', 'does', 'not', 'want', 'to', 'pay', 'for', 'any', 'calls', 'made', 'during', 'the', 'last', 'week', '.', 'I', 'switched', 'him', 'to', 'the', 'supervisor', 'after', 'telling', 'him', 'our', 'policy', '.']"
1492,1663,Lost his charger and wants to know where he can another ASAP. I suggested local store.,"['Lost', 'his', 'charger', 'and', 'wants', 'to', 'know', 'where', 'he', 'can', 'another', 'ASAP', '.', 'I', 'suggested', 'local', 'store', '.']"
1493,1554,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1494,3703,He expected significantly better Technical Support.,"['He', 'expected', 'significantly', 'better', 'Technical', 'Support', '.']"
1495,1113,Said his battery never has worked well. Wants a new phone ASAP.,"['Said', 'his', 'battery', 'never', 'has', 'worked', 'well', '.', 'Wants', 'a', 'new', 'phone', 'ASAP', '.']"
1496,1089,Claims the phone does not work well. If the phone does not work consistently why should he pay consisitently. Good point.,"['Claims', 'the', 'phone', 'does', 'not', 'work', 'well', '.', 'If', 'the', 'phone', 'does', 'not', 'work', 'consistently', 'why', 'should', 'he', 'pay', 'consisitently', '.', 'Good', 'point', '.']"
1497,2817,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1498,1998,Wants to add additional lines for family. Needs more info on rates.,"['Wants', 'to', 'add', 'additional', 'lines', 'for', 'family', '.', 'Needs', 'more', 'info', 'on', 'rates', '.']"
1499,2542,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1500,2620,Said his battery never has worked well. Wants a new phone ASAP.,"['Said', 'his', 'battery', 'never', 'has', 'worked', 'well', '.', 'Wants', 'a', 'new', 'phone', 'ASAP', '.']"
1501,1045,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1502,541,Asked how to disable call waiting. referred him to web site.,"['Asked', 'how', 'to', 'disable', 'call', 'waiting', '.', 'referred', 'him', 'to', 'web', 'site', '.']"
1503,3730,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
1504,950,Wants to know how to do text messaging. Referred him to web site.,"['Wants', 'to', 'know', 'how', 'to', 'do', 'text', 'messaging', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
1505,2201,Wants to add another phone. Contacting provisioning.,"['Wants', 'to', 'add', 'another', 'phone', '.', 'Contacting', 'provisioning', '.']"
1506,2056,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1507,233,The signal on my handset was always weak. Even when I replaced the battery.,"['The', 'signal', 'on', 'my', 'handset', 'was', 'always', 'weak', '.', 'Even', 'when', 'I', 'replaced', 'the', 'battery', '.']"
1508,205,Really wants the new phone from XVYX which has the PDA built in.,"['Really', 'wants', 'the', 'new', 'phone', 'from', 'XVYX', 'which', 'has', 'the', 'PDA', 'built', 'in', '.']"
1509,1362,Handset sucked,"['Handset', 'sucked']"
1510,443,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
1511,2787,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1512,224,The handset really sucked. I could not hear anything near my house.,"['The', 'handset', 'really', 'sucked', '.', 'I', 'could', 'not', 'hear', 'anything', 'near', 'my', 'house', '.']"
1513,1717,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.,"['Wants', 'to', 'get', 'an', 'additional', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', '.', 'Forwarded', 'him', 'on', 'to', 'customer', 'care', '.']"
1514,2090,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1515,3350,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.,"['Cant', 'get', 'his', 'call', 'forwarding', 'to', 'work', '.', 'I', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'couple', 'of', 'other', 'features', 'to', 'work', '.', 'I', 'also', 'pointed', 'him', 'to', 'the', 'web', 'site', '.']"
1516,154,Wants to know why the rate plan is so hard to figure out. He does not believe his anytime minutes are being subtracted properly. He wanted to speak to the manager ASAP.,"['Wants', 'to', 'know', 'why', 'the', 'rate', 'plan', 'is', 'so', 'hard', 'to', 'figure', 'out', '.', 'He', 'does', 'not', 'believe', 'his', 'anytime', 'minutes', 'are', 'being', 'subtracted', 'properly', '.', 'He', 'wanted', 'to', 'speak', 'to', 'the', 'manager', 'ASAP', '.']"
1517,229,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1518,1960,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
1519,2256,Wants to change address.,"['Wants', 'to', 'change', 'address', '.']"
1520,3155,Wants information on our Internet service. Referred him to web site.,"['Wants', 'information', 'on', 'our', 'Internet', 'service', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
1521,3343,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.,"['Cant', 'get', 'his', 'call', 'forwarding', 'to', 'work', '.', 'I', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'couple', 'of', 'other', 'features', 'to', 'work', '.', 'I', 'also', 'pointed', 'him', 'to', 'the', 'web', 'site', '.']"
1522,1959,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
1523,161,"He says that we keep sending him the bill to the wrong address. We have his correct billing address. I don’t know why he is not getting it. He was very angry that we shut his service off for not paying. I offered to take a CC, but he was unwilling to do s","['He', 'says', 'that', 'we', 'keep', 'sending', 'him', 'the', 'bill', 'to', 'the', 'wrong', 'address', '.', 'We', 'have', 'his', 'correct', 'billing', 'address', '.', 'I', 'don', '’', 't', 'know', 'why', 'he', 'is', 'not', 'getting', 'it', '.', 'He', 'was', 'very', 'angry', 'that', 'we', 'shut', 'his', 'service', 'off', 'for', 'not', 'paying', '.', 'I', 'offered', 'to', 'take', 'a', 'CC', ',', 'but', 'he', 'was', 'unwilling', 'to', 'do', 's']"
1524,2202,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
1525,1980,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
1526,3545,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1527,2673,"She wants a new phone. Has tried to use a couple of different model, but is now fed up. She is will ing to pay some of the cost, but wants a credit on her bill. She said her friend has the same service and a different phone that works great. She also wa","['She', 'wants', 'a', 'new', 'phone', '.', 'Has', 'tried', 'to', 'use', 'a', 'couple', 'of', 'different', 'model', ',', 'but', 'is', 'now', 'fed', 'up', '.', 'She', 'is', 'will', 'ing', 'to', 'pay', 'some', 'of', 'the', 'cost', ',', 'but', 'wants', 'a', 'credit', 'on', 'her', 'bill', '.', 'She', 'said', 'her', 'friend', 'has', 'the', 'same', 'service', 'and', 'a', 'different', 'phone', 'that', 'works', 'great', '.', 'She', 'also', 'wa']"
1528,3044,Really is unhappy with the website. Claims the self service stuff does not work.,"['Really', 'is', 'unhappy', 'with', 'the', 'website', '.', 'Claims', 'the', 'self', 'service', 'stuff', 'does', 'not', 'work', '.']"
1529,1690,Wants to know why the rate plan is so hard to figure out. He does not believe his anytime minutes are being subtracted properly. He wanted to speak to the manager ASAP.,"['Wants', 'to', 'know', 'why', 'the', 'rate', 'plan', 'is', 'so', 'hard', 'to', 'figure', 'out', '.', 'He', 'does', 'not', 'believe', 'his', 'anytime', 'minutes', 'are', 'being', 'subtracted', 'properly', '.', 'He', 'wanted', 'to', 'speak', 'to', 'the', 'manager', 'ASAP', '.']"
1530,958,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
1531,3057,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1532,714,"Deos not believe how poor our service is in evrey way. He does not get good reception, thinks his phone sucks, and thinks our service is abysmal.","['Deos', 'not', 'believe', 'how', 'poor', 'our', 'service', 'is', 'in', 'evrey', 'way', '.', 'He', 'does', 'not', 'get', 'good', 'reception', ',', 'thinks', 'his', 'phone', 'sucks', ',', 'and', 'thinks', 'our', 'service', 'is', 'abysmal', '.']"
1533,561,He asked for a new phone number. I referred him to customer care.,"['He', 'asked', 'for', 'a', 'new', 'phone', 'number', '.', 'I', 'referred', 'him', 'to', 'customer', 'care', '.']"
1534,801,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.,"['Wanted', 'to', 'know', 'his', 'usage', 'and', 'whether', 'he', 'was', 'roaming', '.', 'Also', 'want', 'to', 'know', 'the', 'rates', 'when', 'he', 'is', 'roaming', '.', 'Thinking', 'about', 'changing', 'rate', 'plans', 'as', 'well', '.']"
1535,291,Very unhappy with new phone because it does not use a simm chip. He says he wll have to reenter all his information in his phone book and he finds that a waste of time. Claims other companies use simm to make this easier with their phones.,"['Very', 'unhappy', 'with', 'new', 'phone', 'because', 'it', 'does', 'not', 'use', 'a', 'simm', 'chip', '.', 'He', 'says', 'he', 'wll', 'have', 'to', 'reenter', 'all', 'his', 'information', 'in', 'his', 'phone', 'book', 'and', 'he', 'finds', 'that', 'a', 'waste', 'of', 'time', '.', 'Claims', 'other', 'companies', 'use', 'simm', 'to', 'make', 'this', 'easier', 'with', 'their', 'phones', '.']"
1536,1726,Hopes to get an additonal line working by the end of the week for his wife.,"['Hopes', 'to', 'get', 'an', 'additonal', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
1537,3415,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1538,1401,Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other phone calls. He thinks he is being charged for those calls.,"['Claimed', 'his', 'bill', 'had', 'numerous', 'calls', 'that', 'he', 'never', 'made', '.', 'He', 'started', 'asking', 'me', 'if', 'our', 'billing', 'system', 'ever', 'made', 'mistakes', '.', 'He', 'said', 'that', 'sometimes', 'he', 'could', 'over', 'hear', 'other', 'phone', 'calls', '.', 'He', 'thinks', 'he', 'is', 'being', 'charged', 'for', 'those', 'calls', '.']"
1539,2322,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.,"['Cant', 'get', 'his', 'call', 'forwarding', 'to', 'work', '.', 'I', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'couple', 'of', 'other', 'features', 'to', 'work', '.', 'I', 'also', 'pointed', 'him', 'to', 'the', 'web', 'site', '.']"
1540,1590,I expected significantly better Technical Support.,"['I', 'expected', 'significantly', 'better', 'Technical', 'Support', '.']"
1541,1862,transferred to manager ASAP,"['transferred', 'to', 'manager', 'ASAP']"
1542,529,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1543,42,He charges it and after a couple of calls it simply dies on him. He replaced the battery per our suggestion and he still has the same problem.,"['He', 'charges', 'it', 'and', 'after', 'a', 'couple', 'of', 'calls', 'it', 'simply', 'dies', 'on', 'him', '.', 'He', 'replaced', 'the', 'battery', 'per', 'our', 'suggestion', 'and', 'he', 'still', 'has', 'the', 'same', 'problem', '.']"
1544,520,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1545,1975,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
1546,504,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.,"['Wants', 'to', 'get', 'an', 'additional', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', '.', 'Forwarded', 'him', 'on', 'to', 'customer', 'care', '.']"
1547,1308,Handset sucked,"['Handset', 'sucked']"
1548,2386,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,"['He', 'lost', 'his', 'phone', 'and', 'called', 'to', 'cancel', 'service', '.', 'I', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'He', 'will', 'contact', 'us', 'soon', '.']"
1549,2881,Hopes to get an additonal line working by the end of the week for his wife.,"['Hopes', 'to', 'get', 'an', 'additonal', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
1550,479,Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he phone does not work well.,"['Really', 'is', 'unhappy', 'with', 'the', 'website', '.', 'Claims', 'the', 'self', 'service', 'stuff', 'does', 'not', 'work', '.', 'In', 'addition', 'thinks', 'he', 'phone', 'does', 'not', 'work', 'well', '.']"
1551,465,Wants to change address.,"['Wants', 'to', 'change', 'address', '.']"
1552,3566,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1553,3542,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1554,3821,Said his battery never has worked well. Wants a new phone ASAP.,"['Said', 'his', 'battery', 'never', 'has', 'worked', 'well', '.', 'Wants', 'a', 'new', 'phone', 'ASAP', '.']"
1555,3805,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1556,310,He does not know if the problems are related to the phone or if it is just the battery.,"['He', 'does', 'not', 'know', 'if', 'the', 'problems', 'are', 'related', 'to', 'the', 'phone', 'or', 'if', 'it', 'is', 'just', 'the', 'battery', '.']"
1557,886,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
1558,2549,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1559,190,Hopes to get an additonal line working by the end of the week for his wife.,"['Hopes', 'to', 'get', 'an', 'additonal', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
1560,3649,I needed a handset which also functioned as a PDA. You did not offer such a model.,"['I', 'needed', 'a', 'handset', 'which', 'also', 'functioned', 'as', 'a', 'PDA', '.', 'You', 'did', 'not', 'offer', 'such', 'a', 'model', '.']"
1561,3010,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
1562,1086,"He says that his phone works fine when using it in the car with the adapter, but the battery performance sucks.","['He', 'says', 'that', 'his', 'phone', 'works', 'fine', 'when', 'using', 'it', 'in', 'the', 'car', 'with', 'the', 'adapter', ',', 'but', 'the', 'battery', 'performance', 'sucks', '.']"
1563,2972,Wants to know how to do text messaging. Referred him to web site.,"['Wants', 'to', 'know', 'how', 'to', 'do', 'text', 'messaging', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
1564,1066,He charges it and after a couple of calls it simply dies on him. He replaced the battery per our suggestion and he still has the same problem.,"['He', 'charges', 'it', 'and', 'after', 'a', 'couple', 'of', 'calls', 'it', 'simply', 'dies', 'on', 'him', '.', 'He', 'replaced', 'the', 'battery', 'per', 'our', 'suggestion', 'and', 'he', 'still', 'has', 'the', 'same', 'problem', '.']"
1565,2073,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1566,566,I expected significantly better Technical Support.,"['I', 'expected', 'significantly', 'better', 'Technical', 'Support', '.']"
1567,178,Hopes to get an additonal line working by the end of the week for his wife.,"['Hopes', 'to', 'get', 'an', 'additonal', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
1568,2918,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1569,1182,Does not understand why he gets charged for roaming. I referred him to the web site.,"['Does', 'not', 'understand', 'why', 'he', 'gets', 'charged', 'for', 'roaming', '.', 'I', 'referred', 'him', 'to', 'the', 'web', 'site', '.']"
1570,2814,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1571,474,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
1572,2749,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
1573,2327,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.,"['Cant', 'get', 'his', 'call', 'forwarding', 'to', 'work', '.', 'I', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'couple', 'of', 'other', 'features', 'to', 'work', '.', 'I', 'also', 'pointed', 'him', 'to', 'the', 'web', 'site', '.']"
1574,2545,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1575,1304,The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.,"['The', 'customer', 'was', 'very', 'unhappy', 'with', 'the', 'wait', 'time', 'for', 'support', '.', 'Then', 'he', 'said', 'that', 'his', 'recption', 'was', 'just', 'too', 'unreliable', 'to', 'be', 'of', 'any', 'value', '.']"
1576,656,"Wants to add additional lines and phones for his kids. I created the ticket, but dont kno when someone will get back to him. He asked if I could get back to him.","['Wants', 'to', 'add', 'additional', 'lines', 'and', 'phones', 'for', 'his', 'kids', '.', 'I', 'created', 'the', 'ticket', ',', 'but', 'dont', 'kno', 'when', 'someone', 'will', 'get', 'back', 'to', 'him', '.', 'He', 'asked', 'if', 'I', 'could', 'get', 'back', 'to', 'him', '.']"
1577,3352,Wants to add additional lines for family. Needs more info on rates.,"['Wants', 'to', 'add', 'additional', 'lines', 'for', 'family', '.', 'Needs', 'more', 'info', 'on', 'rates', '.']"
1578,2405,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1579,265,He does not know if the problems are related to the phone or if it is just the battery. He was willing to test a new battery. I asked him to try that first. If he is still having problems he will call us back.,"['He', 'does', 'not', 'know', 'if', 'the', 'problems', 'are', 'related', 'to', 'the', 'phone', 'or', 'if', 'it', 'is', 'just', 'the', 'battery', '.', 'He', 'was', 'willing', 'to', 'test', 'a', 'new', 'battery', '.', 'I', 'asked', 'him', 'to', 'try', 'that', 'first', '.', 'If', 'he', 'is', 'still', 'having', 'problems', 'he', 'will', 'call', 'us', 'back', '.']"
1580,3399,Wants information on our Internet service. Referred him to web site.,"['Wants', 'information', 'on', 'our', 'Internet', 'service', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
1581,3071,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
1582,758,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1583,2942,Wants a new number because he keeps on getting calls for a Mr. Napeleon Leroy.,"['Wants', 'a', 'new', 'number', 'because', 'he', 'keeps', 'on', 'getting', 'calls', 'for', 'a', 'Mr.', 'Napeleon', 'Leroy', '.']"
1584,254,Hochie Momma,"['Hochie', 'Momma']"
1585,2636,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.,"['Wants', 'to', 'get', 'an', 'additional', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', '.', 'Forwarded', 'him', 'on', 'to', 'customer', 'care', '.']"
1586,3195,Called to change his address and see if he could get a new number since he is moving to a different city.,"['Called', 'to', 'change', 'his', 'address', 'and', 'see', 'if', 'he', 'could', 'get', 'a', 'new', 'number', 'since', 'he', 'is', 'moving', 'to', 'a', 'different', 'city', '.']"
1587,1986,Called about new plan. Might switch soon. Wants more minutes.,"['Called', 'about', 'new', 'plan', '.', 'Might', 'switch', 'soon', '.', 'Wants', 'more', 'minutes', '.']"
1588,3696,He expected significantly better Technical Support.,"['He', 'expected', 'significantly', 'better', 'Technical', 'Support', '.']"
1589,2861,Wants to change address.,"['Wants', 'to', 'change', 'address', '.']"
1590,308,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?,"['He', 'really', 'thinks', 'the', 'reception', 'is', 'inadequate', 'everywhere', 'but', 'on', 'the', 'highway', '.', 'Wants', 'to', 'know', 'when', 'this', 'will', 'be', 'fixed', '?']"
1591,3466,Wants to add another phone. Contacting provisioning.,"['Wants', 'to', 'add', 'another', 'phone', '.', 'Contacting', 'provisioning', '.']"
1592,2800,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1593,2123,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.,"['Wants', 'to', 'get', 'an', 'additional', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', '.', 'Forwarded', 'him', 'on', 'to', 'customer', 'care', '.']"
1594,3724,Wants a new faceplate.,"['Wants', 'a', 'new', 'faceplate', '.']"
1595,2238,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
1596,2834,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1597,2134,Wants information on our Internet service. Referred him to web site.,"['Wants', 'information', 'on', 'our', 'Internet', 'service', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
1598,1919,Handset sucked,"['Handset', 'sucked']"
